,an,NO_SEQ_COLL,DT_ACCDN,heure_accdn,JR_SEMN_ACCDN,gravite,NB_MORTS,NB_BLESSES_GRAVES,NB_BLESSES_LEGERS,NB_VICTIMES_TOTAL,NB_VEH_IMPLIQUES_ACCDN,NB_DECES_PIETON,NB_BLESSES_PIETON,NB_VICTIMES_PIETON,NB_DECES_MOTO,NB_BLESSES_MOTO,NB_VICTIMES_MOTO,NB_DECES_VELO,NB_BLESSES_VELO,NB_VICTIMES_VELO,CD_MUNCP,REG_ADM,MRC,NO_CIVIQ_ACCDN,SFX_NO_CIVIQ_ACCDN,RUE_ACCDN,TP_REPRR_ACCDN,ACCDN_PRES_DE,NO_ROUTE,CD_PNT_CDRNL_ROUTE,BORNE_KM_ACCDN,NB_METRE_DIST_ACCD,CD_PNT_CDRNL_REPRR,VITESSE_AUTOR,CD_GENRE_ACCDN,CD_SIT_PRTCE_ACCDN,CD_ETAT_SURFC,CD_ECLRM,CD_ENVRN_ACCDN,CD_CATEG_ROUTE,CD_ETAT_CHASS,CD_ASPCT_ROUTE,CD_LOCLN_ACCDN,CD_POSI_ACCDN,CD_CONFG_ROUTE,CD_ZON_TRAVX_ROUTR,CD_COND_METEO,nb_automobile_camion_leger,nb_camionLourd_tractRoutier,nb_outil_equipement,nb_tous_autobus_minibus,nb_bicyclette,nb_cyclomoteur,nb_motocyclette,nb_taxi,nb_urgence,nb_motoneige,nb_VTT,nb_autres_types,nb_veh_non_precise,address,lat,lon
46299,2015,2015 _ 46300,2015-12-21,12:00:00-12:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,CHAREST E,1.0,DU PONT,,,,,,50.0,31.0,,12.0,1.0,3.0,13.0,,11.0,32.0,,3.0,,12.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 CHAREST E,0.0,0.0
46300,2015,2015 _ 46301,2015-12-21,13:00:00-13:59:00,LU,Dommages matériels seulement,0,0,0,0,3,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,HAMEL,,,,,,,,,31.0,,12.0,1.0,3.0,13.0,,13.0,,,,,14.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1 HAMEL,0.0,0.0
46301,2015,2015 _ 46302,2015-12-21,13:00:00-13:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),224.0,,JOSEPH CASAVANT,2.0,STAT DOLLARAMA,,,,,,,31.0,,12.0,1.0,3.0,21.0,,11.0,40.0,,,,17.0,2,0,0,0,0,0,0,0,0,0,0,0,0,224 JOSEPH CASAVANT,0.0,0.0
46302,2015,2015 _ 46303,2015-12-21,09:00:00-09:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),2725.0,,STE FOY,2.0,STAT VISITEUR COTE QUATRE BOURGEOI,,,,,N,50.0,31.0,,16.0,1.0,3.0,21.0,,11.0,99.0,,9.0,,17.0,1,0,0,0,0,0,0,0,0,0,0,0,1,2725 STE FOY,0.0,0.0
46303,2015,2015 _ 46304,2015-12-21,14:00:00-14:59:00,LU,Léger,0,0,1,1,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),1645.0,,ST LOUIS,,,,,,,,50.0,31.0,,16.0,1.0,3.0,13.0,1.0,21.0,34.0,6.0,2.0,,17.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1645 ST LOUIS,0.0,0.0
46304,2015,2015 _ 46305,2015-12-21,14:00:00-14:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,SOUMANDE,1.0,BEAUCAGE,,,,,,50.0,31.0,,15.0,1.0,3.0,13.0,,11.0,32.0,,3.0,,17.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 SOUMANDE,0.0,0.0
46305,2015,2015 _ 46306,2015-12-21,14:00:00-14:59:00,LU,Léger,0,0,1,1,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,WILFRID HAMEL,1.0,COTE,,,,,,70.0,31.0,,16.0,1.0,4.0,13.0,1.0,11.0,32.0,6.0,3.0,,17.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 WILFRID HAMEL,0.0,0.0
46306,2015,2015 _ 46307,2015-12-21,15:00:00-15:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,5555 BD DES GRADINS,,,,,,,,50.0,31.0,,16.0,1.0,3.0,13.0,,11.0,32.0,,2.0,,17.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 5555 BD DES GRADINS,0.0,0.0
46307,2015,2015 _ 46308,2015-12-21,15:00:00-15:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,18E RUE,1.0,4E AV,,,,,,50.0,31.0,,16.0,1.0,2.0,13.0,,11.0,32.0,,3.0,,17.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 18E RUE,0.0,0.0
46308,2015,2015 _ 46309,2015-12-21,15:00:00-15:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),1155.0,,CHATEAU BIGOT,,,,,,,O,50.0,31.0,,16.0,1.0,2.0,15.0,1.0,11.0,34.0,6.0,2.0,,17.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1155 CHATEAU BIGOT,0.0,0.0
46309,2015,2015 _ 46310,2015-12-21,16:00:00-16:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),5700.0,,DES GALERIES,1.0,BD LEBOURGNEUF,,,,,,50.0,31.0,,16.0,3.0,3.0,13.0,,11.0,32.0,,4.0,,17.0,2,0,0,0,0,0,0,0,0,0,0,0,0,5700 DES GALERIES,0.0,0.0
46310,2015,2015 _ 46311,2015-12-21,16:00:00-16:59:00,LU,Léger,0,0,2,2,3,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,HOCHELAGA,,ROCHEBELLE,,,,30.0,E,50.0,31.0,,16.0,3.0,3.0,13.0,1.0,13.0,32.0,6.0,3.0,,17.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1 HOCHELAGA,0.0,0.0
46311,2015,2015 _ 46312,2015-12-21,14:00:00-14:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),1011.0,,LARUE,,,,,,,E,50.0,31.0,,16.0,1.0,3.0,13.0,,11.0,34.0,,3.0,,17.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1011 LARUE,0.0,0.0
46312,2015,2015 _ 46313,2015-12-21,17:00:00-17:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,BD BASTIEN,1.0,LOUIS BELANGER,,,,,,50.0,31.0,,16.0,3.0,3.0,13.0,,11.0,32.0,,2.0,,17.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 BD BASTIEN,0.0,0.0
46313,2015,2015 _ 46314,2015-12-21,16:00:00-16:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,AV ROYALE,2.0,AV MARCOUX,,,,,O,50.0,31.0,,16.0,3.0,3.0,13.0,,11.0,34.0,,2.0,,17.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 AV ROYALE,0.0,0.0
46314,2015,2015 _ 46315,2015-12-21,18:00:00-18:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,BD ST JACQUES,1.0,JOHNNY PARENT,,,,,O,50.0,31.0,,16.0,3.0,1.0,13.0,,11.0,32.0,,2.0,,18.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 BD ST JACQUES,0.0,0.0
46315,2015,2015 _ 46316,2015-12-21,18:00:00-18:59:00,LU,Léger,0,0,2,2,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,WILFRID HAMEL,,FLAUBERT,,,,,,50.0,31.0,,16.0,3.0,3.0,13.0,1.0,11.0,33.0,6.0,3.0,,17.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 WILFRID HAMEL,0.0,0.0
46316,2015,2015 _ 46317,2015-12-21,20:00:00-20:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,ST SACREMENT,1.0,CHAREST O,,,,,N,50.0,,,12.0,3.0,3.0,13.0,1.0,11.0,33.0,6.0,3.0,,17.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1 ST SACREMENT,0.0,0.0
46317,2015,2015 _ 46318,2015-12-21,18:00:00-18:59:00,LU,Dommages matériels seulement,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),1432.0,,DUFRESNE,2.0,BD CHAUVEAU,,,,,,50.0,52.0,,16.0,3.0,2.0,13.0,,11.0,34.0,,3.0,,17.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1432 DUFRESNE,0.0,0.0
46318,2015,2015 _ 46319,2015-12-21,19:00:00-19:59:00,LU,Dommages matériels seulement,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,,1.0,JEAN GAUVIN,,,,1000.0,O,50.0,53.0,,16.0,3.0,5.0,15.0,,13.0,34.0,,2.0,,17.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
46319,2015,2015 _ 46320,2015-12-21,21:00:00-21:59:00,LU,Dommages matériels seulement,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),30.0,,FORTIER,1.0,GIROUX,,,,10.0,E,50.0,40.0,,16.0,2.0,2.0,14.0,,21.0,33.0,,2.0,,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,30 FORTIER,0.0,0.0
46320,2015,2015 _ 46321,2015-12-21,22:00:00-22:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),1306.0,,RENE LEVESQUE,,,,,,,,50.0,31.0,,16.0,3.0,2.0,13.0,,11.0,33.0,,3.0,,17.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1306 RENE LEVESQUE,0.0,0.0
46321,2015,2015 _ 46322,2015-12-22,02:00:00-02:59:00,MA,Dommages matériels seulement,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,CONCORDE,1.0,COLOMBIERE O,,,,,,50.0,52.0,,16.0,3.0,2.0,14.0,,21.0,34.0,,2.0,,17.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1 CONCORDE,0.0,0.0
46322,2015,2015 _ 46323,2015-12-22,04:00:00-04:59:00,MA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),3198.0,,GRIVES,,,,,,,,50.0,31.0,,16.0,3.0,2.0,,,11.0,33.0,,2.0,,12.0,1,0,1,0,0,0,0,0,0,0,0,0,0,3198 GRIVES,0.0,0.0
46323,2015,2015 _ 46324,2015-12-22,09:00:00-09:59:00,MA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,PIERRE BERTRAND,1.0,TOURNELLES,,,,,N,50.0,31.0,,12.0,1.0,3.0,13.0,,13.0,32.0,,5.0,,14.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 PIERRE BERTRAND,0.0,0.0
46324,2015,2015 _ 46325,2015-12-20,02:00:00-02:59:00,DI,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),1040.0,,PIERRE BERTRAND,,,,,,,,,31.0,,,,3.0,21.0,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,1040 PIERRE BERTRAND,0.0,0.0
46325,2015,2015 _ 46326,2015-12-21,13:00:00-13:59:00,LU,Dommages matériels seulement,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,1100,,BOUVIER,,,,,,,31.0,,,1.0,3.0,21.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1 1100,0.0,0.0
46326,2015,2015 _ 46327,2015-12-22,09:00:00-09:59:00,MA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),1063.0,,DE L EMBLEME,,,,,,,,50.0,31.0,,17.0,1.0,2.0,14.0,,11.0,32.0,,,,12.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1063 DE L EMBLEME,0.0,0.0
46327,2015,2015 _ 46328,2015-12-22,10:00:00-10:59:00,MA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,BD PERE LELIEVRE,1.0,ANTONIN MARQUIS,,,,,,50.0,31.0,,12.0,1.0,3.0,13.0,,11.0,32.0,,3.0,,12.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 BD PERE LELIEVRE,0.0,0.0
46328,2015,2015 _ 46329,2015-12-22,10:00:00-10:59:00,MA,Léger,0,0,2,2,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),440.0,,BOUVIER,,,,,,,,50.0,31.0,,12.0,1.0,3.0,13.0,1.0,11.0,34.0,6.0,3.0,,14.0,2,0,0,0,0,0,0,0,0,0,0,0,0,440 BOUVIER,0.0,0.0
46329,2015,2015 _ 46330,2015-12-22,11:00:00-11:59:00,MA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),2500.0,,QUATRE BOURGEOIS,2.0,DU VALLON,,,,75.0,O,50.0,31.0,,12.0,1.0,3.0,13.0,1.0,11.0,99.0,6.0,3.0,,14.0,1,0,0,0,0,0,0,1,0,0,0,0,0,2500 QUATRE BOURGEOIS,0.0,0.0
46330,2015,2015 _ 46331,2015-12-22,12:00:00-12:59:00,MA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),5200.0,,PL DES GRADINS,,,,,,,,,31.0,,17.0,1.0,3.0,21.0,,11.0,,,,,19.0,2,0,0,0,0,0,0,0,0,0,0,0,0,5200 PL DES GRADINS,0.0,0.0
46331,2015,2015 _ 46332,2015-12-22,14:00:00-14:59:00,MA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),5401.0,,DES GALERIES,2.0,BD ROBERT BOURASSA,,,,,E,,31.0,,18.0,1.0,3.0,21.0,,,40.0,,9.0,,14.0,2,0,0,0,0,0,0,0,0,0,0,0,0,5401 DES GALERIES,0.0,0.0
46332,2015,2015 _ 46333,2015-12-22,14:00:00-14:59:00,MA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,CH ST LOUIS,,FABRE,,,,,,50.0,31.0,,12.0,1.0,2.0,14.0,,11.0,33.0,,2.0,,14.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 CH ST LOUIS,0.0,0.0
46333,2015,2015 _ 46334,2015-12-22,16:00:00-16:59:00,MA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),5290.0,,BD CHAUVEAU O,,,,,,,,50.0,31.0,,12.0,2.0,3.0,13.0,,11.0,34.0,,3.0,,14.0,1,0,0,1,0,0,0,0,0,0,0,0,0,5290 BD CHAUVEAU O,0.0,0.0
46334,2015,2015 _ 46335,2015-12-22,06:00:00-06:59:00,MA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),3460.0,,MARICOURT,,,,,,,,,31.0,,16.0,1.0,2.0,14.0,,11.0,34.0,,2.0,,12.0,1,0,0,0,0,0,0,0,0,0,0,0,1,3460 MARICOURT,0.0,0.0
46335,2015,2015 _ 46336,2015-12-22,13:00:00-13:59:00,MA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),3314.0,,DU CARREFOUR,2.0,STAT,,,,,,,31.0,,,1.0,3.0,21.0,,11.0,99.0,,9.0,,,2,0,0,0,0,0,0,0,0,0,0,0,0,3314 DU CARREFOUR,0.0,0.0
46336,2015,2015 _ 46337,2015-12-23,10:00:00-10:59:00,ME,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),250.0,,STE HELENE,,,,,,,,50.0,31.0,,12.0,1.0,3.0,14.0,,11.0,34.0,,1.0,,12.0,2,0,0,0,0,0,0,0,0,0,0,0,0,250 STE HELENE,0.0,0.0
46337,2015,2015 _ 46338,2015-12-23,12:00:00-12:59:00,ME,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,,1.0,24E RUE ET HENRI BOURASSA,,,,15.0,O,50.0,31.0,,12.0,1.0,2.0,14.0,,11.0,34.0,,2.0,,12.0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
46338,2015,2015 _ 46339,2015-12-23,07:00:00-07:59:00,ME,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),682.0,,AV ROYALE,2.0,STAT,,,,,S,,31.0,,,1.0,3.0,21.0,,11.0,99.0,,9.0,,,1,0,0,0,0,0,0,0,0,0,0,0,1,682 AV ROYALE,0.0,0.0
46339,2015,2015 _ 46340,2015-12-23,14:00:00-14:59:00,ME,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,BD ROBERT BOURASSA,1.0,BD D ELA MORILLE,,,,5.0,E,50.0,31.0,,12.0,1.0,3.0,13.0,1.0,11.0,32.0,6.0,3.0,,12.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 BD ROBERT BOURASSA,0.0,0.0
46340,2015,2015 _ 46341,2015-12-23,15:00:00-15:59:00,ME,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,GD BOURG,1.0,GENIER,,,,3.0,E,50.0,31.0,,12.0,3.0,2.0,14.0,,11.0,33.0,,2.0,,12.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 GD BOURG,0.0,0.0
46341,2015,2015 _ 46342,2015-12-23,15:00:00-15:59:00,ME,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,BD LANGELIER,1.0,COMMISSAIRES E,,,,,E,50.0,31.0,,12.0,1.0,2.0,13.0,,11.0,32.0,,3.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 BD LANGELIER,0.0,0.0
46342,2015,2015 _ 46343,2015-12-23,09:00:00-09:59:00,ME,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),3373.0,,DE L HETRIERE,,,,,,,,,31.0,,12.0,1.0,3.0,21.0,,11.0,40.0,,2.0,,12.0,1,0,0,0,0,0,0,0,0,0,0,0,1,3373 DE L HETRIERE,0.0,0.0
46343,2015,2015 _ 46344,2015-12-22,18:00:00-18:59:00,MA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),780.0,,DES CHENES E,,,,,,,E,50.0,31.0,,12.0,3.0,2.0,14.0,,11.0,,,2.0,,14.0,1,0,0,0,0,0,0,0,0,0,0,0,1,780 DES CHENES E,0.0,0.0
46344,2015,2015 _ 46345,2015-12-23,14:00:00-14:59:00,ME,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),17010.0,,BD HENRI BOURASSA,,,,,,,,,31.0,,12.0,1.0,3.0,21.0,,11.0,40.0,,9.0,,12.0,2,0,0,0,0,0,0,0,0,0,0,0,0,17010 BD HENRI BOURASSA,0.0,0.0
46345,2015,2015 _ 46346,2015-12-22,10:00:00-10:59:00,MA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),3066.0,,ROSEWOOD,,,,,,,,50.0,31.0,,16.0,3.0,2.0,14.0,,11.0,33.0,,2.0,,17.0,1,0,0,0,0,0,0,0,0,0,0,0,1,3066 ROSEWOOD,0.0,0.0
46346,2015,2015 _ 46347,2015-12-23,21:00:00-21:59:00,ME,Léger,0,0,1,1,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),811.0,,JEAN GAUVIN,,,,,,,,50.0,31.0,,12.0,3.0,3.0,13.0,1.0,11.0,32.0,6.0,3.0,,12.0,2,0,0,0,0,0,0,0,0,0,0,0,0,811 JEAN GAUVIN,0.0,0.0
46347,2015,2015 _ 46348,2015-12-24,03:00:00-03:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23072,Capitale-Nationale(03),Québec (23 ),154.0,,DU COLLEGE,,,,,,,,,31.0,,12.0,3.0,2.0,14.0,,11.0,33.0,,2.0,,12.0,2,0,0,0,0,0,0,0,0,0,0,0,0,154 DU COLLEGE,0.0,0.0
46348,2015,2015 _ 46349,2015-12-24,10:00:00-10:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,1RE AV,1.0,DES PINS,,,,,E,50.0,31.0,,12.0,1.0,3.0,13.0,,11.0,32.0,,3.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 1RE AV,0.0,0.0
46349,2015,2015 _ 46350,2015-12-24,11:00:00-11:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,3IEME AV,1.0,11IEME RUE,,,,5.0,N,50.0,31.0,,12.0,1.0,3.0,13.0,,11.0,32.0,,2.0,,12.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1 3IEME AV,0.0,0.0
46350,2015,2015 _ 46351,2015-12-24,11:00:00-11:59:00,JE,Dommages matériels seulement,0,0,0,0,3,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),1430.0,,CLAUDE JUTRAS,,,,,,,,,31.0,,12.0,1.0,3.0,13.0,,11.0,34.0,,2.0,,12.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1430 CLAUDE JUTRAS,0.0,0.0
46351,2015,2015 _ 46352,2015-12-24,12:00:00-12:59:00,JE,Léger,0,0,1,1,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),2345.0,,DES BIBLIOTHEQUES,,,,,,,N,50.0,31.0,,12.0,1.0,1.0,16.0,1.0,11.0,,6.0,2.0,,17.0,1,0,0,0,0,0,0,0,0,0,0,0,0,2345 DES BIBLIOTHEQUES,0.0,0.0
46352,2015,2015 _ 46353,2015-12-24,15:00:00-15:59:00,JE,Léger,0,0,2,2,4,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,BD LAURIER,1.0,RTE DE L EGLISE,,,,10.0,E,50.0,31.0,,11.0,1.0,3.0,13.0,1.0,11.0,33.0,6.0,3.0,,11.0,4,0,0,0,0,0,0,0,0,0,0,0,0,1 BD LAURIER,0.0,0.0
46353,2015,2015 _ 46354,2015-12-24,17:00:00-17:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,1RE AV,1.0,CHENES E,,,,,,,31.0,,12.0,3.0,3.0,13.0,,11.0,32.0,,3.0,,12.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 1RE AV,0.0,0.0
46354,2015,2015 _ 46355,2015-12-24,23:00:00-23:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),331.0,,DOLBEAU,,,,,,,,,31.0,,11.0,3.0,2.0,14.0,,11.0,,,,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,331 DOLBEAU,0.0,0.0
46355,2015,2015 _ 46356,2015-12-24,23:00:00-23:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,BD DE LA COLLINE,1.0,LEPIRE,,,,,,50.0,,,12.0,3.0,2.0,13.0,1.0,11.0,32.0,6.0,2.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 BD DE LA COLLINE,0.0,0.0
46356,2015,2015 _ 46357,2015-12-25,00:00:00-00:59:00,VE,Léger,0,0,1,1,1,0,0,0,0,0,0,0,0,0,23072,Capitale-Nationale(03),Québec (23 ),,,,1.0,MICHEL QUEZEL,138.0,,,100.0,O,90.0,35.0,,11.0,3.0,5.0,12.0,1.0,11.0,34.0,6.0,2.0,,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
46357,2015,2015 _ 46358,2015-12-25,09:00:00-09:59:00,VE,Dommages matériels seulement,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),1744.0,,CH DE BELAIR,2.0,DES MARRONNIERS,,,,,O,50.0,75.0,,18.0,1.0,9.0,15.0,,23.0,34.0,,2.0,,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1744 CH DE BELAIR,0.0,0.0
46358,2015,2015 _ 46359,2015-12-25,10:00:00-10:59:00,VE,Léger,0,0,3,3,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,EUGENE LAMONTAGNE,1.0,WILFRID HAMEL,,,,,,50.0,31.0,,11.0,1.0,2.0,13.0,1.0,11.0,32.0,6.0,,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 EUGENE LAMONTAGNE,0.0,0.0
46359,2015,2015 _ 46360,2015-12-25,14:00:00-14:59:00,VE,Léger,0,0,1,1,1,0,1,1,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),1.0,,DES CARRIERES,,,,,,,,,32.0,,11.0,1.0,3.0,19.0,,11.0,33.0,,1.0,,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1 DES CARRIERES,0.0,0.0
46360,2015,2015 _ 46361,2015-12-25,15:00:00-15:59:00,VE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,PLATANES,,DU MAINE,,,,10.0,O,50.0,31.0,,11.0,1.0,2.0,14.0,,11.0,33.0,,2.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 PLATANES,0.0,0.0
